date,AQI_index,AQI_rank,PM2.5,PM10,SO2,NO2,CO,O3
"
                                        2015-05-09","70
                                       ",248,45,59,9,28,0.67,69
"
                                        2015-05-10","72
                                       ",236,47,68,11,29,0.61,89
"
                                        2015-05-11","38
                                       ",36,21,31,9,28,0.63,50
"
                                        2015-05-12","54
                                       ",124,21,52,7,25,0.41,81
"
                                        2015-05-13","66
                                       ",140,30,68,15,47,0.61,78
"
                                        2015-05-14","49
                                       ",75,31,52,7,39,0.66,50
"
                                        2015-05-15","44
                                       ",79,26,44,8,35,0.72,50
"
                                        2015-05-16","73
                                       ",205,50,90,13,32,0.76,96
"
                                        2015-05-17","64
                                       ",141,39,66,22,38,0.61,89
"
                                        2015-05-18","57
                                       ",114,40,61,8,53,0.91,27
"
                                        2015-05-19","70
                                       ",194,48,67,10,37,0.83,76
"
                                        2015-05-20","104
                                       ",334,60,89,18,47,0.80,90
"
                                        2015-05-21","72
                                       ",241,23,45,14,37,0.52,105
"
                                        2015-05-22","97
                                       ",310,48,83,22,46,0.68,108
"
                                        2015-05-23","85
                                       ",252,62,93,17,43,0.80,77
"
                                        2015-05-24","71
                                       ",181,49,70,12,37,0.62,71
"
                                        2015-05-25","83
                                       ",209,48,69,12,32,0.61,99
"
                                        2015-05-26","99
                                       ",250,68,103,28,51,0.76,89
"
                                        2015-05-27","168
                                       ",344,128,167,15,74,1.11,56
"
                                        2015-05-28","133
                                       ",322,100,125,13,47,0.85,65
"
                                        2015-05-29","124
                                       ",350,92,131,10,48,0.81,69
"
                                        2015-05-30","59
                                       ",191,42,54,7,39,0.89,35
"
                                        2015-05-31","94
                                       ",273,68,96,12,40,0.86,79
"
                                        2015-06-01","100
                                       ",267,66,94,14,45,0.91,78
"
                                        2015-06-02","90
                                       ",302,66,86,10,57,1.06,34
"
                                        2015-06-03","46
                                       ",126,28,41,6,28,0.60,68
"
                                        2015-06-04","38
                                       ",50,17,31,11,35,0.43,64
"
                                        2015-06-05","54
                                       ",140,25,46,7,27,0.55,91
"
                                        2015-06-06","78
                                       ",235,38,72,12,37,0.59,91
"
                                        2015-06-07","71
                                       ",259,48,80,15,46,0.66,77
"
                                        2015-06-08","35
                                       ",60,24,29,4,35,0.71,46
"
                                        2015-06-09","39
                                       ",63,23,33,9,35,0.64,65
"
                                        2015-06-10","45
                                       ",82,29,40,8,34,0.74,36
"
                                        2015-06-11","37
                                       ",41,19,38,6,28,0.66,57
"
                                        2015-06-12","76
                                       ",263,46,92,9,31,0.74,84
"
                                        2015-06-13","55
                                       ",165,33,59,9,31,0.63,64
"
                                        2015-06-14","43
                                       ",94,23,42,7,28,0.56,55
"
                                        2015-06-15","55
                                       ",149,37,58,7,40,0.76,51
"
                                        2015-06-16","92
                                       ",288,68,84,7,46,0.95,45
"
                                        2015-06-17","85
                                       ",273,62,91,6,43,1.03,40
"
                                        2015-06-18","43
                                       ",92,28,37,6,33,0.70,65
"
                                        2015-06-19","56
                                       ",169,34,51,11,28,0.61,85
"
                                        2015-06-20","76
                                       ",291,49,76,12,42,0.77,62
"
                                        2015-06-21","66
                                       ",183,46,64,9,36,0.69,71
"
                                        2015-06-22","42
                                       ",82,28,37,7,38,0.81,46
"
                                        2015-06-23","85
                                       ",286,57,83,10,41,0.90,75
"
                                        2015-06-24","59
                                       ",239,36,51,7,30,0.66,57
"
                                        2015-06-25","35
                                       ",86,17,33,8,24,0.53,48
"
                                        2015-06-26","57
                                       ",218,36,64,11,38,0.92,28
"
                                        2015-06-27","79
                                       ",304,57,87,10,37,0.90,52
"
                                        2015-06-28","38
                                       ",97,24,35,6,24,0.57,56
"
                                        2015-06-29","99
                                       ",348,73,115,15,47,0.91,58
"
                                        2015-06-30","70
                                       ",309,49,71,7,31,0.85,56
"
                                        2015-07-01","37
                                       ",63,25,35,8,29,0.75,44
"
                                        2015-07-02","78
                                       ",299,45,66,14,36,0.90,65
"
                                        2015-07-03","65
                                       ",242,36,51,13,28,0.73,97
"
                                        2015-07-04","75
                                       ",275,52,70,11,31,0.77,76
"
                                        2015-07-05","42
                                       ",97,17,22,8,27,0.58,85
"
                                        2015-07-06","45
                                       ",98,13,19,7,25,0.55,87
"
                                        2015-07-07","48
                                       ",109,31,44,11,32,0.75,65
"
                                        2015-07-08","64
                                       ",206,45,60,11,39,0.85,55
"
                                        2015-07-09","55
                                       ",146,38,55,11,44,0.85,32
"
                                        2015-07-10","35
                                       ",47,21,33,9,23,0.57,36
"
                                        2015-07-11","20
                                       ",3,8,11,6,11,0.47,39
"
                                        2015-07-12","28
                                       ",12,12,21,4,17,0.54,44
"
                                        2015-07-13","55
                                       ",82,33,57,7,33,0.72,60
"
                                        2015-07-14","83
                                       ",226,54,83,10,39,0.80,89
"
                                        2015-07-15","90
                                       ",305,52,79,14,37,0.70,86
"
                                        2015-07-16","68
                                       ",253,46,66,9,24,0.53,72
"
                                        2015-07-17","59
                                       ",218,39,63,15,31,0.60,59
"
                                        2015-07-18","49
                                       ",119,33,45,8,36,0.85,45
"
                                        2015-07-19","61
                                       ",206,42,64,8,36,0.76,33
"
                                        2015-07-20","59
                                       ",165,37,56,10,28,0.66,67
"
                                        2015-07-21","40
                                       ",71,25,39,9,34,0.76,50
"
                                        2015-07-22","43
                                       ",105,24,42,8,30,0.77,57
"
                                        2015-07-23","36
                                       ",91,22,35,5,27,0.74,41
"
                                        2015-07-24","43
                                       ",109,23,43,8,30,0.71,36
"
                                        2015-07-25","40
                                       ",83,18,37,8,26,0.58,46
"
                                        2015-07-26","48
                                       ",118,23,46,9,30,0.66,58
"
                                        2015-07-27","53
                                       ",144,24,48,9,28,0.56,62
"
                                        2015-07-28","55
                                       ",186,24,47,9,27,0.62,76
"
                                        2015-07-29","62
                                       ",231,26,51,11,25,0.60,90
"
                                        2015-07-30","42
                                       ",108,16,34,8,21,0.53,72
"
                                        2015-07-31","54
                                       ",228,26,47,9,29,0.65,73
"
                                        2015-08-01","59
                                       ",225,30,56,10,32,0.69,69
"
                                        2015-08-02","64
                                       ",263,32,56,12,29,0.67,87
"
                                        2015-08-03","63
                                       ",274,35,57,11,27,0.66,85
"
                                        2015-08-04","64
                                       ",277,33,56,14,31,0.62,87
"
                                        2015-08-05","79
                                       ",300,38,68,15,36,0.68,99
"
                                        2015-08-06","82
                                       ",337,36,59,13,26,0.58,106
"
                                        2015-08-07","32
                                       ",29,17,31,11,17,0.51,32
"
                                        2015-08-08","31
                                       ",49,10,30,6,11,0.44,29
"
                                        2015-08-09","26
                                       ",27,9,25,6,14,0.51,34
"
                                        2015-08-10","29
                                       ",56,17,28,9,26,0.63,37
"
                                        2015-08-11","31
                                       ",48,15,24,6,19,0.58,55
"
                                        2015-08-12","50
                                       ",135,26,46,10,26,0.63,86
"
                                        2015-08-13","86
                                       ",275,63,96,15,48,0.87,84
"
                                        2015-08-14","78
                                       ",261,55,76,17,43,0.82,74
"
                                        2015-08-15","72
                                       ",271,48,71,13,38,0.87,71
"
                                        2015-08-16","41
                                       ",87,25,36,7,29,0.81,53
"
                                        2015-08-17","71
                                       ",202,40,65,11,34,0.85,80
"
                                        2015-08-18","82
                                       ",259,50,74,15,28,0.85,96
"
                                        2015-08-19","68
                                       ",282,36,56,15,29,0.73,91
"
                                        2015-08-20","70
                                       ",311,40,66,11,37,0.85,73
"
                                        2015-08-21","46
                                       ",103,28,45,7,32,0.85,51
"
                                        2015-08-22","41
                                       ",53,19,28,8,30,0.72,72
"
                                        2015-08-23","36
                                       ",45,21,31,8,32,0.80,52
"
                                        2015-08-24","29
                                       ",19,12,20,7,26,0.75,53
"
                                        2015-08-25","47
                                       ",113,22,43,7,28,0.68,78
"
                                        2015-08-26","75
                                       ",232,51,80,11,43,0.92,81
"
                                        2015-08-27","83
                                       ",282,60,90,12,45,0.98,71
"
                                        2015-08-28","107
                                       ",345,73,107,14,45,1.04,99
"
                                        2015-08-29","88
                                       ",318,63,84,11,33,0.91,116
"
                                        2015-08-30","107
                                       ",345,74,99,13,37,0.98,98
"
                                        2015-08-31","92
                                       ",326,56,79,13,34,0.82,93
"
                                        2015-09-01","97
                                       ",348,63,92,14,39,0.88,108
"
                                        2015-09-02","108
                                       ",358,71,100,16,35,1.01,123
"
                                        2015-09-03","96
                                       ",349,54,79,16,36,0.93,124
"
                                        2015-09-04","98
                                       ",338,67,100,18,45,0.95,99
"
                                        2015-09-05","35
                                       ",65,22,33,9,24,0.71,49
"
                                        2015-09-06","66
                                       ",309,37,55,11,20,0.90,113
"
                                        2015-09-07","62
                                       ",249,30,46,13,29,0.80,93
"
                                        2015-09-08","66
                                       ",238,30,47,16,33,0.63,89
"
                                        2015-09-09","69
                                       ",269,29,50,15,34,0.61,107
"
                                        2015-09-10","81
                                       ",311,34,55,17,40,0.64,113
"
                                        2015-09-11","104
                                       ",358,57,89,18,52,0.78,119
"
                                        2015-09-12","71
                                       ",321,51,74,16,31,0.91,82
"
                                        2015-09-13","84
                                       ",349,49,74,20,38,0.94,106
"
                                        2015-09-14","84
                                       ",328,61,96,20,62,0.94,56
"
                                        2015-09-15","39
                                       ",32,24,33,8,36,0.65,54
"
                                        2015-09-16","54
                                       ",112,28,47,11,36,0.69,65
"
                                        2015-09-17","65
                                       ",177,42,69,15,45,0.77,71
"
                                        2015-09-18","75
                                       ",232,54,87,17,61,0.92,67
"
                                        2015-09-19","94
                                       ",291,69,106,18,73,1.01,28
"
                                        2015-09-20","57
                                       ",163,36,63,11,42,0.66,59
"
                                        2015-09-21","65
                                       ",191,40,61,13,36,0.67,69
"
                                        2015-09-22","45
                                       ",106,28,45,16,40,0.66,52
"
                                        2015-09-23","47
                                       ",129,30,48,8,41,0.84,36
"
                                        2015-09-24","60
                                       ",236,42,66,13,45,0.94,52
"
                                        2015-09-25","63
                                       ",251,45,67,12,52,0.88,30
"
                                        2015-09-26","70
                                       ",279,42,64,15,35,0.73,83
"
                                        2015-09-27","80
                                       ",286,42,65,16,32,0.71,96
"
                                        2015-09-28","57
                                       ",197,37,61,15,38,0.79,63
"
                                        2015-09-29","29
                                       ",31,12,18,7,23,0.54,55
"
                                        2015-09-30","33
                                       ",37,19,31,11,31,0.76,28
"
                                        2015-10-01","53
                                       ",166,31,61,9,22,0.75,61
"
                                        2015-10-02","70
                                       ",199,32,82,13,34,0.65,81
"
                                        2015-10-03","70
                                       ",190,41,87,14,47,0.80,70
"
                                        2015-10-04","78
                                       ",231,56,96,15,47,0.90,49
"
                                        2015-10-05","43
                                       ",95,29,40,10,33,0.74,56
"
                                        2015-10-06","49
                                       ",120,33,47,14,41,0.81,30
"
                                        2015-10-07","39
                                       ",76,26,38,18,46,0.78,28
"
                                        2015-10-08","35
                                       ",51,23,33,11,36,0.74,36
"
                                        2015-10-09","54
                                       ",165,37,56,10,36,0.74,60
"
                                        2015-10-10","66
                                       ",244,45,72,13,38,0.75,55
"
                                        2015-10-11","78
                                       ",292,52,96,22,50,0.82,82
"
                                        2015-10-12","93
                                       ",293,69,118,23,55,0.93,77
"
                                        2015-10-13","107
                                       ",287,76,124,23,66,1.01,101
"
                                        2015-10-14","128
                                       ",286,97,154,26,78,1.10,96
"
                                        2015-10-15","141
                                       ",299,104,154,20,74,1.03,96
"
                                        2015-10-16","129
                                       ",271,93,136,17,72,0.97,88
"
                                        2015-10-17","78
                                       ",124,49,74,16,56,0.60,68
"
                                        2015-10-18","72
                                       ",168,46,75,15,50,0.60,76
"
                                        2015-10-19","77
                                       ",159,50,77,14,52,0.65,77
"
                                        2015-10-20","84
                                       ",183,56,85,15,50,0.72,75
"
                                        2015-10-21","60
                                       ",93,39,63,13,43,0.64,64
"
                                        2015-10-22","87
                                       ",211,63,92,17,46,0.85,72
"
                                        2015-10-23","102
                                       ",243,76,109,16,53,0.97,54
"
                                        2015-10-24","83
                                       ",210,60,94,16,41,0.84,67
"
                                        2015-10-25","64
                                       ",167,45,70,15,30,0.71,77
"
                                        2015-10-26","87
                                       ",268,63,94,17,45,0.90,72
"
                                        2015-10-27","54
                                       ",158,38,56,8,28,1.02,55
"
                                        2015-10-28","97
                                       ",315,71,129,30,62,0.98,37
"
                                        2015-10-29","84
                                       ",287,62,102,19,66,0.96,24
"
                                        2015-10-30","61
                                       ",216,41,65,16,47,0.81,40
"
                                        2015-10-31","45
                                       ",125,27,46,18,47,0.61,37
"
                                        2015-11-01","62
                                       ",183,44,58,8,41,0.81,27
"
                                        2015-11-02","82
                                       ",209,59,86,13,56,0.91,42
"
                                        2015-11-03","137
                                       ",313,103,150,21,71,1.07,43
"
                                        2015-11-04","122
                                       ",283,92,126,11,70,1.21,12
"
                                        2015-11-05","76
                                       ",177,55,73,11,59,1.02,22
"
                                        2015-11-06","62
                                       ",232,42,68,12,53,0.90,20
"
                                        2015-11-07","50
                                       ",186,32,53,9,40,0.92,7
"
                                        2015-11-08","41
                                       ",77,28,40,8,39,1.21,5
"
                                        2015-11-09","46
                                       ",83,31,43,7,44,1.23,19
"
                                        2015-11-10","85
                                       ",230,62,84,15,46,1.01,52
"
                                        2015-11-11","71
                                       ",190,51,77,13,60,0.76,35
"
                                        2015-11-12","71
                                       ",191,51,68,13,62,0.80,13
"
                                        2015-11-13","33
                                       ",59,21,28,8,44,0.96,13
"
                                        2015-11-14","81
                                       ",213,59,83,11,49,1.18,20
"
                                        2015-11-15","119
                                       ",288,89,133,26,60,1.37,34
"
                                        2015-11-16","91
                                       ",296,66,101,12,59,1.57,14
"
                                        2015-11-17","61
                                       ",185,43,59,11,53,1.53,22
"
                                        2015-11-18","37
                                       ",71,23,34,8,47,0.89,23
"
                                        2015-11-19","62
                                       ",210,43,67,17,50,0.87,17
"
                                        2015-11-20","52
                                       ",96,36,52,12,66,1.07,7
"
                                        2015-11-21","47
                                       ",95,32,45,14,63,1.19,7
"
                                        2015-11-22","67
                                       ",296,48,77,13,56,1.43,10
"
                                        2015-11-23","47
                                       ",180,32,48,13,43,1.28,9
"
                                        2015-11-24","37
                                       ",140,24,35,13,42,0.87,25
"
                                        2015-11-25","24
                                       ",24,13,20,8,31,0.72,27
"
                                        2015-11-26","49
                                       ",146,33,48,17,22,0.69,67
"
                                        2015-11-27","65
                                       ",188,46,70,25,48,0.74,45
"
                                        2015-11-28","91
                                       ",220,67,110,20,76,1.04,14
"
                                        2015-11-29","80
                                       ",159,58,84,13,65,1.11,12
"
                                        2015-11-30","81
                                       ",172,58,92,13,57,1.12,13
"
                                        2015-12-01","143
                                       ",287,108,171,29,76,1.32,19
"
                                        2015-12-02","84
                                       ",228,61,99,11,45,1.13,24
"
                                        2015-12-03","69
                                       ",226,39,87,14,36,0.74,42
"
                                        2015-12-04","63
                                       ",197,31,74,19,41,0.61,34
"
                                        2015-12-05","67
                                       ",208,45,78,17,64,0.88,14
"
                                        2015-12-06","63
                                       ",168,45,61,14,57,1.10,18
"
                                        2015-12-07","130
                                       ",253,96,145,14,77,1.52,16
"
                                        2015-12-08","101
                                       ",225,75,111,17,62,1.17,30
"
                                        2015-12-09","84
                                       ",201,62,92,16,72,1.19,10
"
                                        2015-12-10","70
                                       ",151,51,65,10,52,0.93,19
"
                                        2015-12-11","179
                                       ",323,138,176,17,49,1.32,20
"
                                        2015-12-12","127
                                       ",278,95,131,21,70,1.09,25
"
                                        2015-12-13","111
                                       ",264,83,119,19,70,1.19,16
"
                                        2015-12-14","148
                                       ",273,111,146,21,50,1.22,35
"
                                        2015-12-15","193
                                       ",333,148,195,36,48,1.39,48
"
                                        2015-12-16","84
                                       ",327,60,88,27,36,0.84,48
"
                                        2015-12-17","53
                                       ",147,29,55,18,33,0.67,39
"
                                        2015-12-18","88
                                       ",244,65,113,21,69,0.92,27
"
                                        2015-12-19","129
                                       ",280,97,160,20,83,1.17,16
"
                                        2015-12-20","126
                                       ",233,95,134,10,68,1.20,9
"
                                        2015-12-21","136
                                       ",210,102,135,21,70,1.25,12
"
                                        2015-12-22","185
                                       ",256,140,208,19,92,1.80,7
"
                                        2015-12-23","272
                                       ",311,224,283,19,80,1.83,15
"
                                        2015-12-24","131
                                       ",259,101,119,15,66,1.48,12
"
                                        2015-12-25","113
                                       ",232,85,96,12,52,1.28,16
"
                                        2015-12-26","54
                                       ",91,37,53,8,45,1.14,20
"
                                        2015-12-27","109
                                       ",286,81,121,22,57,1.19,25
"
                                        2015-12-28","74
                                       ",147,53,85,18,44,0.73,40
"
                                        2015-12-29","110
                                       ",201,82,137,21,66,0.92,34
"
                                        2015-12-30","138
                                       ",213,104,165,17,78,1.14,29
"
                                        2015-12-31","200
                                       ",308,153,221,26,66,1.28,43
"
                                        2016-01-01","179
                                       ",304,136,202,20,78,1.38,34
"
                                        2016-01-02","143
                                       ",212,108,175,16,86,1.40,24
"
                                        2016-01-03","163
                                       ",242,123,203,21,97,1.48,18
"
                                        2016-01-04","215
                                       ",308,165,246,22,110,1.73,7
"
                                        2016-01-05","64
                                       ",165,46,68,9,52,0.92,33
"
                                        2016-01-06","69
                                       ",175,49,67,14,48,0.79,32
"
                                        2016-01-07","119
                                       ",294,89,132,26,64,1.06,16
"
                                        2016-01-08","110
                                       ",268,83,112,22,53,1.08,27
"
                                        2016-01-09","147
                                       ",263,111,165,22,69,1.31,31
"
                                        2016-01-10","161
                                       ",272,121,172,16,75,1.38,15
"
                                        2016-01-11","56
                                       ",150,40,49,9,40,0.77,52
"
                                        2016-01-12","65
                                       ",204,46,61,13,37,0.73,41
"
                                        2016-01-13","96
                                       ",232,71,96,17,49,0.88,25
"
                                        2016-01-14","130
                                       ",276,97,145,24,73,1.11,21
"
                                        2016-01-15","129
                                       ",266,97,141,20,74,1.08,27
"
                                        2016-01-16","124
                                       ",240,93,146,18,68,1.07,39
"
                                        2016-01-17","84
                                       ",190,62,80,9,55,1.05,36
"
                                        2016-01-18","188
                                       ",341,146,195,17,57,1.35,27
"
                                        2016-01-19","129
                                       ",273,97,140,25,52,1.06,43
"
                                        2016-01-20","71
                                       ",145,50,80,16,61,0.79,31
"
                                        2016-01-21","49
                                       ",116,33,45,7,59,0.74,14
"
                                        2016-01-22","64
                                       ",195,45,57,9,55,0.87,23
"
                                        2016-01-23","70
                                       ",254,51,63,15,22,0.87,59
"
                                        2016-01-24","57
                                       ",191,26,63,13,14,0.67,61
"
                                        2016-01-25","55
                                       ",108,24,58,7,28,0.62,51
"
                                        2016-01-26","69
                                       ",163,43,85,11,54,0.67,31
"
                                        2016-01-27","88
                                       ",202,63,111,12,68,0.85,11
"
                                        2016-01-28","83
                                       ",185,61,84,8,64,1.06,7
"
                                        2016-01-29","42
                                       ",75,28,37,6,48,0.88,26
"
                                        2016-01-30","74
                                       ",200,53,76,10,44,0.94,34
"
                                        2016-01-31","83
                                       ",252,61,92,13,50,0.91,31
"
                                        2016-02-01","83
                                       ",207,60,77,14,31,0.98,48
"
                                        2016-02-02","110
                                       ",236,82,108,18,40,1.05,59
"
                                        2016-02-03","126
                                       ",271,94,134,16,54,1.12,53
"
                                        2016-02-04","156
                                       ",308,118,161,11,61,1.17,36
"
                                        2016-02-05","114
                                       ",279,85,116,12,39,1.06,52
"
                                        2016-02-06","123
                                       ",346,92,122,21,27,1.04,76
"
                                        2016-02-07","65
                                       ",87,44,71,13,25,0.70,66
"
                                        2016-02-08","115
                                       ",116,86,128,12,24,0.67,70
"
                                        2016-02-09","79
                                       ",153,57,85,10,28,0.69,74
"
                                        2016-02-10","57
                                       ",84,36,55,7,26,0.62,62
"
                                        2016-02-11","44
                                       ",46,24,45,7,30,0.66,45
"
                                        2016-02-12","55
                                       ",98,36,59,8,31,0.79,34
"
                                        2016-02-13","64
                                       ",255,44,64,6,26,1.18,27
"
                                        2016-02-14","39
                                       ",155,27,34,7,12,0.66,52
"
                                        2016-02-15","36
                                       ",81,16,25,11,11,0.56,71
"
                                        2016-02-16","42
                                       ",90,24,39,10,21,0.61,67
"
                                        2016-02-17","58
                                       ",160,38,62,12,42,0.72,53
"
                                        2016-02-18","72
                                       ",174,51,82,12,51,0.73,48
"
                                        2016-02-19","122
                                       ",287,91,145,18,80,1.03,18
"
                                        2016-02-20","105
                                       ",258,68,140,20,39,0.81,53
"
                                        2016-02-21","110
                                       ",280,62,168,17,54,0.81,45
"
                                        2016-02-22","70
                                       ",153,43,86,7,38,0.71,54
"
                                        2016-02-23","87
                                       ",237,64,87,9,34,0.88,48
"
                                        2016-02-24","96
                                       ",275,71,113,14,37,0.82,63
"
                                        2016-02-25","82
                                       ",227,60,98,19,44,0.71,70
"
                                        2016-02-26","94
                                       ",261,68,120,15,62,0.86,43
"
                                        2016-02-27","67
                                       ",168,43,83,11,45,0.68,49
"
                                        2016-02-28","99
                                       ",263,65,131,12,37,0.70,64
"
                                        2016-02-29","130
                                       ",343,97,142,18,35,0.85,86
"
                                        2016-03-01","87
                                       ",209,64,104,18,42,0.70,82
"
                                        2016-03-02","122
                                       ",273,91,152,15,70,0.97,53
"
                                        2016-03-03","129
                                       ",260,97,166,17,78,1.04,58
"
                                        2016-03-04","128
                                       ",223,95,164,18,87,1.03,39
"
                                        2016-03-05","97
                                       ",149,70,131,17,64,0.91,79
"
                                        2016-03-06","208
                                       ",323,160,272,14,49,1.23,40
"
                                        2016-03-07","178
                                       ",327,135,238,15,62,1.25,63
"
                                        2016-03-08","48
                                       ",94,31,49,6,37,0.66,37
"
                                        2016-03-09","42
                                       ",145,17,34,6,26,0.51,61
"
                                        2016-03-10","53
                                       ",217,31,57,13,36,0.63,60
"
                                        2016-03-11","77
                                       ",255,55,94,15,58,0.76,50
"
                                        2016-03-12","100
                                       ",265,74,121,18,61,0.81,70
"
                                        2016-03-13","155
                                       ",351,117,181,20,69,1.10,31
"
                                        2016-03-14","107
                                       ",279,80,119,17,40,0.85,96
"
                                        2016-03-15","93
                                       ",186,64,99,17,41,0.66,97
"
                                        2016-03-16","87
                                       ",177,62,114,18,67,0.75,71
"
                                        2016-03-17","107
                                       ",208,79,142,20,83,0.86,42
"
                                        2016-03-18","143
                                       ",274,107,199,23,83,1.16,34
"
                                        2016-03-19","147
                                       ",302,111,187,28,71,1.36,27
"
                                        2016-03-20","67
                                       ",90,43,68,9,35,0.51,81
"
                                        2016-03-21","82
                                       ",206,59,102,13,41,0.68,92
"
                                        2016-03-22","79
                                       ",209,57,100,13,52,0.70,38
"
                                        2016-03-23","58
                                       ",193,37,63,10,37,0.53,66
"
                                        2016-03-24","52
                                       ",152,26,53,13,34,0.48,78
"
                                        2016-03-25","60
                                       ",155,35,71,19,43,0.60,84
"
                                        2016-03-26","76
                                       ",223,54,97,14,46,0.56,87
"
                                        2016-03-27","82
                                       ",228,59,91,9,39,0.68,92
"
                                        2016-03-28","81
                                       ",199,54,97,13,56,0.75,77
"
                                        2016-03-29","71
                                       ",123,47,89,15,64,0.72,55
"
                                        2016-03-30","74
                                       ",155,53,92,9,56,0.76,37
"
                                        2016-03-31","67
                                       ",104,48,70,6,46,0.76,44
"
                                        2016-04-01","81
                                       ",151,58,92,10,49,0.90,65
"
                                        2016-04-02","114
                                       ",295,85,145,15,82,1.09,23
"
                                        2016-04-03","59
                                       ",195,40,68,6,49,0.97,28
"
                                        2016-04-04","61
                                       ",180,41,70,13,35,0.69,62
"
                                        2016-04-05","69
                                       ",217,46,87,19,54,0.66,49
"
                                        2016-04-06","76
                                       ",258,54,92,8,63,0.94,20
"
                                        2016-04-07","39
                                       ",62,21,38,6,47,0.92,19
"
                                        2016-04-08","60
                                       ",167,36,60,8,48,0.76,56
"
                                        2016-04-09","68
                                       ",196,40,79,13,50,0.75,64
"
                                        2016-04-10","82
                                       ",253,57,112,13,56,0.78,54
"
                                        2016-04-11","71
                                       ",197,48,89,9,37,0.59,62
"
                                        2016-04-12","69
                                       ",190,48,84,10,46,0.70,58
"
                                        2016-04-13","95
                                       ",248,65,120,16,59,0.94,77
"
                                        2016-04-14","118
                                       ",310,86,149,14,58,0.95,77
"
                                        2016-04-15","60
                                       ",122,34,60,10,40,0.60,77
"
                                        2016-04-16","42
                                       ",39,21,40,6,37,0.73,49
"
                                        2016-04-17","65
                                       ",235,33,59,8,30,0.79,96
"
                                        2016-04-18","60
                                       ",220,31,60,9,31,0.59,95
"
                                        2016-04-19","69
                                       ",231,35,68,12,44,0.68,81
"
                                        2016-04-20","47
                                       ",84,25,47,6,45,0.78,45
"
                                        2016-04-21","35
                                       ",13,19,34,5,35,0.92,44
"
                                        2016-04-22","72
                                       ",194,44,79,7,38,1.05,75
"
                                        2016-04-23","62
                                       ",200,22,34,3,25,0.56,111
"
                                        2016-04-24","59
                                       ",167,27,41,4,28,0.57,101
"
                                        2016-04-25","57
                                       ",135,37,65,7,36,0.60,83
"
                                        2016-04-26","67
                                       ",222,45,81,7,56,0.78,25
"
                                        2016-04-27","40
                                       ",26,25,40,7,33,0.74,47
"
                                        2016-04-28","72
                                       ",216,42,77,10,38,0.71,101
"
                                        2016-04-29","95
                                       ",266,58,103,13,51,0.83,106
